,source,target,Znum_x,Xnum_x,Znum_y,Xnum_y,commute,weight
356,IIIZIZ,XYYXII,5,0,24,60,False,1.0
357,IIIZIZ,IYYIYY,5,0,27,27,False,1.3333333333333333
358,IIIZIZ,XZZXYY,5,0,27,39,True,1.0
359,IIIZIZ,IYZZIY,5,0,29,17,False,0.6666666666666666
360,IIIZIZ,XZZZXZ,5,0,29,34,True,0.3333333333333333
361,IIIZIZ,IYZYZI,5,0,30,20,False,0.6666666666666666
362,IIIZIZ,XZZYYX,5,0,30,39,True,1.0
363,IIIZIZ,YXIIXY,5,0,33,51,False,1.0
364,IIIZIZ,YXXYII,5,0,36,60,False,1.0
365,IIIZIZ,YYIIXX,5,0,48,51,False,1.0
366,IIIZIZ,YYXXII,5,0,48,60,False,1.0
367,IIIZIZ,YZZXXY,5,0,57,39,True,1.0
368,IIIZIZ,YZYIIZ,5,0,57,40,True,0.6666666666666666
369,IIIZIZ,YZZIYI,5,0,58,34,True,0.6666666666666666
370,IIIZIZ,YZYXZX,5,0,58,45,True,1.0
371,IIIZIZ,YZZYXX,5,0,60,39,True,1.0
372,IIIZIZ,YZYZII,5,0,60,40,True,0.6666666666666666
373,IIIZIZ,YZZZYZ,5,0,63,34,True,0.6666666666666666
374,IIIZIZ,YZYYZY,5,0,63,45,True,1.3333333333333333
375,IIIZZI,IIZIII,6,0,8,0,True,0.0
376,IIIZZI,IIZIIZ,6,0,9,0,True,0.0
377,IIIZZI,IIZIZI,6,0,10,0,True,0.0
378,IIIZZI,IIZZII,6,0,12,0,True,0.0
379,IIIZZI,IZIIII,6,0,16,0,True,0.0
380,IIIZZI,IZIIIZ,6,0,17,0,True,0.0
381,IIIZZI,IZIIZI,6,0,18,0,True,0.0
382,IIIZZI,IZIZII,6,0,20,0,True,0.0
383,IIIZZI,IZZIII,6,0,24,0,True,0.0
384,IIIZZI,ZIIIII,6,0,32,0,True,0.0
385,IIIZZI,ZIIIIZ,6,0,33,0,True,0.0
386,IIIZZI,ZIIIZI,6,0,34,0,True,0.0
387,IIIZZI,ZIIZII,6,0,36,0,True,0.0
388,IIIZZI,ZIZIII,6,0,40,0,True,0.0
389,IIIZZI,ZZIIII,6,0,48,0,True,0.0
390,IIIZZI,IXIXII,6,0,0,20,False,0.3333333333333333
391,IIIZZI,IXXIXX,6,0,0,27,False,0.6666666666666666
392,IIIZZI,IIXXYY,6,0,3,15,True,1.0
393,IIIZZI,XXIIYY,6,0,3,51,False,1.0
394,IIIZZI,IIXYYX,6,0,6,15,True,1.0
395,IIIZZI,IXIZZX,6,0,6,17,True,0.3333333333333333
396,IIIZZI,IXXYYI,6,0,6,30,True,1.0
397,IIIZZI,IIYXXY,6,0,9,15,True,1.0
398,IIIZZI,IXZXZI,6,0,10,20,False,0.3333333333333333
399,IIIZZI,IXYIYX,6,0,10,27,False,1.0
400,IIIZZI,IIYYXX,6,0,12,15,True,1.0
401,IIIZZI,IXZZIX,6,0,12,17,True,0.3333333333333333
402,IIIZZI,IXYYXI,6,0,12,30,True,1.0
403,IIIZZI,XXYYII,6,0,12,60,False,1.0
404,IIIZZI,IYXIXY,6,0,17,27,False,1.0
405,IIIZZI,XZXIIZ,6,0,17,40,True,0.3333333333333333
406,IIIZZI,IYXXYI,6,0,18,30,True,1.0
407,IIIZZI,XZXXZX,6,0,18,45,False,0.6666666666666666
408,IIIZZI,XYIIYX,6,0,18,51,False,1.0
409,IIIZZI,IYIYII,6,0,20,20,False,0.6666666666666666
410,IIIZZI,XZXZII,6,0,20,40,True,0.3333333333333333
411,IIIZZI,IYIZZY,6,0,23,17,True,0.6666666666666666
412,IIIZZI,XZXYZY,6,0,23,45,False,1.0
413,IIIZZI,IYYXXI,6,0,24,30,True,1.0
414,IIIZZI,XZZIXI,6,0,24,34,False,0.3333333333333333
415,IIIZZI,XYYXII,6,0,24,60,False,1.0
416,IIIZZI,IYYIYY,6,0,27,27,False,1.3333333333333333
417,IIIZZI,XZZXYY,6,0,27,39,True,1.0
418,IIIZZI,IYZZIY,6,0,29,17,True,0.6666666666666666
419,IIIZZI,XZZZXZ,6,0,29,34,False,0.3333333333333333
420,IIIZZI,IYZYZI,6,0,30,20,False,0.6666666666666666
421,IIIZZI,XZZYYX,6,0,30,39,True,1.0
422,IIIZZI,YXIIXY,6,0,33,51,False,1.0
423,IIIZZI,YXXYII,6,0,36,60,False,1.0
424,IIIZZI,YYIIXX,6,0,48,51,False,1.0
425,IIIZZI,YYXXII,6,0,48,60,False,1.0
426,IIIZZI,YZZXXY,6,0,57,39,True,1.0
427,IIIZZI,YZYIIZ,6,0,57,40,True,0.6666666666666666
428,IIIZZI,YZZIYI,6,0,58,34,False,0.6666666666666666
429,IIIZZI,YZYXZX,6,0,58,45,False,1.0
430,IIIZZI,YZZYXX,6,0,60,39,True,1.0
431,IIIZZI,YZYZII,6,0,60,40,True,0.6666666666666666
432,IIIZZI,YZZZYZ,6,0,63,34,False,0.6666666666666666
433,IIIZZI,YZYYZY,6,0,63,45,False,1.3333333333333333
