,source,target,Znum_x,Xnum_x,Znum_y,Xnum_y,commute,weight
152,IZZI,XYYX,6,0,6,15,True,1.5
153,IZZI,IYZY,6,0,7,5,False,1.0
154,IZZI,YXXY,6,0,9,15,True,1.5
155,IZZI,ZXZX,6,0,10,5,False,0.5
156,IZZI,YIYI,6,0,10,10,False,1.0
157,IZZI,YYXX,6,0,12,15,True,1.5
158,IZZI,YZYI,6,0,14,10,False,1.0
159,IZZI,ZYZY,6,0,15,5,False,1.0
160,IZZI,YZYZ,6,0,15,10,False,1.0
161,ZIII,ZIIZ,8,0,9,0,True,0.0
162,ZIII,ZIZI,8,0,10,0,True,0.0
163,ZIII,ZZII,8,0,12,0,True,0.0
164,ZIII,IXIX,8,0,0,5,True,0.5
165,ZIII,XIXI,8,0,0,10,False,0.5
166,ZIII,IXZX,8,0,2,5,True,0.5
167,ZIII,XXYY,8,0,3,15,False,1.5
168,ZIII,XZXI,8,0,4,10,False,0.5
169,ZIII,IYIY,8,0,5,5,True,1.0
170,ZIII,XZXZ,8,0,5,10,False,0.5
171,ZIII,XYYX,8,0,6,15,False,1.5
172,ZIII,IYZY,8,0,7,5,True,1.0
173,ZIII,YXXY,8,0,9,15,False,1.5
174,ZIII,ZXZX,8,0,10,5,True,0.5
175,ZIII,YIYI,8,0,10,10,False,1.0
176,ZIII,YYXX,8,0,12,15,False,1.5
177,ZIII,YZYI,8,0,14,10,False,1.0
178,ZIII,ZYZY,8,0,15,5,True,1.0
179,ZIII,YZYZ,8,0,15,10,False,1.0
180,ZIIZ,ZIZI,9,0,10,0,True,0.0
181,ZIIZ,ZZII,9,0,12,0,True,0.0
182,ZIIZ,IXIX,9,0,0,5,False,0.5
183,ZIIZ,XIXI,9,0,0,10,False,0.5
184,ZIIZ,IXZX,9,0,2,5,False,0.5
185,ZIIZ,XXYY,9,0,3,15,True,1.5
186,ZIIZ,XZXI,9,0,4,10,False,0.5
187,ZIIZ,IYIY,9,0,5,5,False,1.0
188,ZIIZ,XZXZ,9,0,5,10,False,0.5
189,ZIIZ,XYYX,9,0,6,15,True,1.5
190,ZIIZ,IYZY,9,0,7,5,False,1.0
191,ZIIZ,YXXY,9,0,9,15,True,1.5
192,ZIIZ,ZXZX,9,0,10,5,False,0.5
193,ZIIZ,YIYI,9,0,10,10,False,1.0
194,ZIIZ,YYXX,9,0,12,15,True,1.5
195,ZIIZ,YZYI,9,0,14,10,False,1.0
196,ZIIZ,ZYZY,9,0,15,5,False,1.0
197,ZIIZ,YZYZ,9,0,15,10,False,1.0
198,ZIZI,ZZII,10,0,12,0,True,0.0
199,ZIZI,IXIX,10,0,0,5,True,0.5
200,ZIZI,XIXI,10,0,0,10,True,0.5
201,ZIZI,IXZX,10,0,2,5,True,0.5
202,ZIZI,XXYY,10,0,3,15,True,1.5
203,ZIZI,XZXI,10,0,4,10,True,0.5
204,ZIZI,IYIY,10,0,5,5,True,1.0
205,ZIZI,XZXZ,10,0,5,10,True,0.5
206,ZIZI,XYYX,10,0,6,15,True,1.5
207,ZIZI,IYZY,10,0,7,5,True,1.0
208,ZIZI,YXXY,10,0,9,15,True,1.5
209,ZIZI,ZXZX,10,0,10,5,True,0.5
210,ZIZI,YIYI,10,0,10,10,True,1.0
211,ZIZI,YYXX,10,0,12,15,True,1.5
212,ZIZI,YZYI,10,0,14,10,True,1.0
213,ZIZI,ZYZY,10,0,15,5,True,1.0
214,ZIZI,YZYZ,10,0,15,10,True,1.0
215,ZZII,IXIX,12,0,0,5,False,0.5
216,ZZII,XIXI,12,0,0,10,False,0.5
217,ZZII,IXZX,12,0,2,5,False,0.5
218,ZZII,XXYY,12,0,3,15,True,1.5
219,ZZII,XZXI,12,0,4,10,False,0.5
220,ZZII,IYIY,12,0,5,5,False,1.0
221,ZZII,XZXZ,12,0,5,10,False,0.5
222,ZZII,XYYX,12,0,6,15,True,1.5
223,ZZII,IYZY,12,0,7,5,False,1.0
224,ZZII,YXXY,12,0,9,15,True,1.5
225,ZZII,ZXZX,12,0,10,5,False,0.5
226,ZZII,YIYI,12,0,10,10,False,1.0
227,ZZII,YYXX,12,0,12,15,True,1.5
228,ZZII,YZYI,12,0,14,10,False,1.0
229,ZZII,ZYZY,12,0,15,5,False,1.0
230,ZZII,YZYZ,12,0,15,10,False,1.0
231,IXIX,XIXI,0,5,0,10,True,1.0
232,IXIX,IXZX,0,5,2,5,True,0.0
233,IXIX,XXYY,0,5,3,15,False,1.0
234,IXIX,XZXI,0,5,4,10,False,1.0
235,IXIX,IYIY,0,5,5,5,True,0.5
236,IXIX,XZXZ,0,5,5,10,True,1.0
237,IXIX,XYYX,0,5,6,15,False,1.0
238,IXIX,IYZY,0,5,7,5,True,0.5
239,IXIX,YXXY,0,5,9,15,False,1.0
240,IXIX,ZXZX,0,5,10,5,True,0.0
241,IXIX,YIYI,0,5,10,10,True,1.5
242,IXIX,YYXX,0,5,12,15,False,1.0
243,IXIX,YZYI,0,5,14,10,False,1.5
244,IXIX,ZYZY,0,5,15,5,True,0.5
245,IXIX,YZYZ,0,5,15,10,True,1.5
246,XIXI,IXZX,0,10,2,5,False,1.0
247,XIXI,XXYY,0,10,3,15,False,1.0
248,XIXI,XZXI,0,10,4,10,True,0.0
249,XIXI,IYIY,0,10,5,5,True,1.5
250,XIXI,XZXZ,0,10,5,10,True,0.0
251,XIXI,XYYX,0,10,6,15,False,1.0
252,XIXI,IYZY,0,10,7,5,False,1.5
253,XIXI,YXXY,0,10,9,15,False,1.0
254,XIXI,ZXZX,0,10,10,5,True,1.0
255,XIXI,YIYI,0,10,10,10,True,0.5
256,XIXI,YYXX,0,10,12,15,False,1.0
257,XIXI,YZYI,0,10,14,10,True,0.5
258,XIXI,ZYZY,0,10,15,5,True,1.5
259,XIXI,YZYZ,0,10,15,10,True,0.5
260,IXZX,XXYY,2,5,3,15,True,1.0
261,IXZX,XZXI,2,5,4,10,True,1.0
262,IXZX,IYIY,2,5,5,5,True,0.5
263,IXZX,XZXZ,2,5,5,10,False,1.0
264,IXZX,XYYX,2,5,6,15,True,1.0
265,IXZX,IYZY,2,5,7,5,True,0.5
266,IXZX,YXXY,2,5,9,15,True,1.0
267,IXZX,ZXZX,2,5,10,5,True,0.0
268,IXZX,YIYI,2,5,10,10,False,1.5
269,IXZX,YYXX,2,5,12,15,True,1.0
270,IXZX,YZYI,2,5,14,10,True,1.5
271,IXZX,ZYZY,2,5,15,5,True,0.5
272,IXZX,YZYZ,2,5,15,10,False,1.5
273,XXYY,XZXI,3,15,4,10,True,1.0
274,XXYY,IYIY,3,15,5,5,False,1.0
275,XXYY,XZXZ,3,15,5,10,False,1.0
276,XXYY,XYYX,3,15,6,15,True,0.5
277,XXYY,IYZY,3,15,7,5,True,1.0
278,XXYY,YXXY,3,15,9,15,True,0.5
279,XXYY,ZXZX,3,15,10,5,False,1.0
280,XXYY,YIYI,3,15,10,10,False,1.0
281,XXYY,YYXX,3,15,12,15,True,1.0
282,XXYY,YZYI,3,15,14,10,True,1.0
283,XXYY,ZYZY,3,15,15,5,False,1.0
284,XXYY,YZYZ,3,15,15,10,False,1.0
285,XZXI,IYIY,4,10,5,5,False,1.5
286,XZXI,XZXZ,4,10,5,10,True,0.0
287,XZXI,XYYX,4,10,6,15,True,1.0
288,XZXI,IYZY,4,10,7,5,True,1.5
289,XZXI,YXXY,4,10,9,15,True,1.0
290,XZXI,ZXZX,4,10,10,5,False,1.0
291,XZXI,YIYI,4,10,10,10,True,0.5
292,XZXI,YYXX,4,10,12,15,True,1.0
